VOICE	en-US	en-GB	de-DE	de-CH	ru-RU	es-MX	es-ES	pt-BR	fr-FR	it-IT	zh-CN	ja-JP	ar-SA	Transcript-zh-CN
phrases greetings	I call you		Ich rufe dich an	Ich lüte dir aa	Я тебе позвоню	Te llamo		Eu te ligo	Je t'appellerai	Ti chiamerò	我会打电话给你	電話するね。	سأتصل بك	wǒ huì dǎ diànhuà gěi nǐ
phrases greetings	Do you speak English?		Sprechen Sie Englisch?	Reded Sie Englisch?	Вы говорите по-английски?	¿Habla Usted inglés?		Você fala inglês?	Parlez-vous anglais?	Lei parla inglese?	你会说英语吗？	英語を話しますか？	هل تتحدث الانجليزية؟	nǐ huì shuō yīngyǔ ma?
phrases greetings	I don't understand English		Ich verstehe kein Deutsch	Ich verstah kei Düütsch	Я не понимаю по-русски	No entiendo el español		Eu não entendo português	Je ne comprends pas le francais	Non capisco l'italiano	我不明白中文	私は日本語がわからない	أنا لا أفهم العربية	Wǒ bù míngbái zhōngwén
phrases greetings	I beg your pardon?		Wie bitte?		Прошу прощения, что Вы сказали?	¿Mande?	¿Perdón? ¿Me lo puede repetir?	O quê?	Pardon?	Chiedo scusa, che cosa ha detto?	能请你再说一遍吗？	もう一度お願いします。	عفوا	néng qǐng nǐ zàishuō yībiàn ma?
phrases greetings	What did you say?		Was haben Sie gesagt?	Was händ Sie gseit?	Что Вы сказали?	¿Puede repetir, por favor?		O que você disse?	Qu'est-ce que vous avez dit?	Che cosa hai detto?	你刚刚说了什么？	何って言ったの？	ماذا قلت؟	Nǐ gānggāng shuōle shénme?
phrases greetings	Can you please write it down?		Können Sie das bitte aufschreiben?	Chönted Sie mir das bitte ufschriibe?	Запишите это, пожалуйста	¿Puede escribirlo, por favor?		Pode anotar, por favor?	Pourriez-vous me l'écrire, s'il vous plait?	Può scriverlo, per favore?	麻煩你寫一下,好不好？	それを書き留めてくれますか？	أرجوك أكتبه في الاسفل	Máfan nǐ xiě yīxià, hǎobù hǎo?
phrases greetings	Nice to meet you		Es freut mich, Sie kennenzulernen	Es freut mi, Sie kennezlerne	Очень приятно	Mucho gusto		Prazer em conhecê-lo	Heureux de faire votre connaissance	Piacere di conoscerti	很高兴见到你	初めまして。	تشرفت بمقابلتك	Hěn gāoxìng jiàn dào nǐ
basic phrases	I love you		Ich liebe dich	ich lieb dich	Я тебя люблю	Te quiero		Eu te amo	Je t'aime	Ti amo	我爱你	愛しています。	أحبك	wǒ ài nǐ
basic phrases	Happy Birthday!		Alles Gute Zum Geburtstag!	Alles Gueti zum Geburi!	С Днём Рождения!	¡Feliz Cumpleaños!		Feliz Aniversário!	Joyeux Anniversaire!	Buon Compleanno!	生日快乐！	お誕生日おめでとうございます！	عيد ميلاد سعيد!	shēngrì kuàilè!
basic phrases	Congratulations!		Herzlichen Glückwunsch!	Gratuliere!	Поздравляю!	¡Felicidades!		Parabéns!	Félicitations!	Congratulazioni!	恭喜！	おめでとう！	تهانينا	Gōngxǐ!
basic phrases	Bless you!		Gesundheit!	Gsundheit!	Будь здоров!	¡Salud!		Saúde!	À tes / vos souhaits!	Salute!	祝福你！	お大事に！	بارك الله فيك!	Zhùfú nǐ!
basic phrases	Thank you very much		Vielen Dank	Merci Vielmal	Большое спасибо	Muchas gracias		Muito obrigado	Merci beaucoup	Grazie mille	非常感谢你	どうもありがとうございました。	شكرا جزيلا	Fēicháng gǎnxiè nǐ
basic phrases	You are welcome		Gern geschehen	Gern gscheh	Не за что	De nada		Por nada	De rien	Prego	不客气	どういたしまして。	مرحبا بك	bù kèqì
basic phrases	I am sorry		Es tut mir Leid		Извини	Lo siento		Sinto muito	Je suis désolé(e)	Scusi	对不起	ごめんなさい。	انا اسف	duìbùqǐ
basic phrases	I am dog-tired		Ich bin Hundemüde	Ich bi Totmüed	Я устал, как собака	Estoy cansado como un perro		Estou muito cansado	Je suis mort(e)	Sono stanco morto	我筋疲力尽	私は疲れきった。	انا مرهق	wǒ jīnpílìjìn
basic phrases	Can you help me?		Können Sie mir helfen?		Вы можете мне помочь?	¿Me puedes ayudar?		Pode me ajudar?	Pouvez-vous m'aider?	Mi puoi aiutare?	你可以帮我吗？	手伝ってくれる？	هل تستطيع مساعدتي؟	Nǐ kěyǐ bāng wǒ ma?
basic phrases	What's the matter?		Was ist los?		В чём дело?	¿Qué pasa?		Qual é o problema?	Qu'est-ce qui se passe?	Cosa succede?	这件事是什么?	どうしたの?	ما الأمر؟	Zhè jiàn shì shì shénme?
basic phrases	Have no fear!		Keine Angst!		Не бойся!	¡Sin miedo!		Não tenha medo!	N'ayez pas peur!	Nessuna paura!	没有恐惧!	（提案などの答えに）だめだ！とんでもない！	لا خوف!	Méiyǒu kǒngjù!
basic phrases	Good luck!		Viel Glück!		Удачи!	¡Buena suerte!		Boa sorte!	Bonne chance!	In bocca al lupo!	祝你好运！	がんばって！	حظ سعيد!	Zhù nǐ hǎo yùn!
basic phrases	Look!		Schau mal!		Посмотри!	¡Mira!		Veja!	Regarde!	Guardi!	看!	見て!	أنظر	Kàn!
basic phrases	Are you nuts?		Du spinnst	Spinsch oder was?	Ты сумасшедший?	¿Estás loco?		Você é louco?	Tu es fou?	Sei matto?	你疯了？	ばかじゃない？	هل أنت مجنون؟	Nǐ fēngle?
basic phrases	Leave me alone		Lassen Sie mich in Ruhe		Оставьте меня в покое	Déjame solo		Me deixe em paz	Laisse-moi tranquille	Lasciami stare!	请别打扰我	（私を）ほっといて。	اتركني وحدي	Qǐng bié dǎrǎo wǒ
basic phrases	Don’t touch me!		Fassen Sie mich nicht an!		Не трогайте меня!	¡No me toques!		Não me toque!	Ne me touche pas!	Non mi tocchi!	不要碰我！	触るな！	لا تلمسني!	bùyào pèng wǒ!
basic phrases	Isn't it?		Das ist richtig, oder?	Gäll?	Не так ли?	¿Así es, no?		Não é?	N'est-ce pas?	Non è vero?	是不是？	だよね？	أليس كذلك؟	Shì bùshì?
basic phrases	Yeah, right		Ja, genau. Eben	Genau. Äbä	Да, конечно	Sí, claro		Okay, certo	Oui c'est ça	Sì, a destra	是啊，没错	うん、そう。	نعم صحيح	Shì a, méi cuò
basic phrases	Are you coming?		Kommst du?	Chuntsch?	Ты идёшь?	¿Vienes?		Você está vindo?	Tu viens?	Stai venendo?	你来吗？	あなたは来ますか？	هل أنت آت؟	nǐ lái ma?
basic phrases	I'll be back		Ich komme wieder		Я вернусь	Volveré		Eu vou voltar	Je reviendrai	Ritornerò!	我会回来	私は戻ってきます。	سأعود	Wǒ huì huílái
basic phrases	You know		Weisst du	Weisch	Знаешь?	Sabes / Usted sabe		Você sabe	Tu sais / Vus savez	sai	你知道	ええと	أنت تعلم	nǐ zhīdào
basic phrases	Do we have...?		Haben wir...?	Hämmer...?	У нас есть ...?	¿Tenemos ...?		Nós temos...?	Devons-nous ...?	Dobbiamo ...?	我们有......？	私たちは持っていますか...？	هل لدينا...؟	wǒmen yǒu......?
basic phrases	What time is it?		Wie viel Uhr ist es?	Was isch jetzt für Ziit?	Сколько времени?	¿Qué hora es?		Que horas são?	Quelle heure est-il?	Che ora è?	现在是几奌？	何時ですか？	أي ساعة؟	Xiànzài shì jǐ diǎn?
basic phrases	Merry Christmas!		Frohe Weihnachten!	Frohi Wiehnacht	С Рождеством Христовым!	¡Feliz Navidad!		Feliz Natal!	Joyeux Noël!	Buon Natale!	圣诞节快乐！	メリークリスマス！	عيد ميلاد سعيد!	Shèngdàn jié kuàilè!
basic phrases	Happy New Year!		Einen guten Rutsch ins neue Jahr!	En guete Rutsch is neue Jahr!	С Новым Годом!	¡Próspero año nuevo!		Feliz Ano Novo!	Bonne année!	Felice anno nuovo!	恭喜發財	明けましておめでとう（ございます）！	سنة جديدة سعيدة!	Gōngxǐ fācái
phrases traveling	Go straight, then turn right, then left		Gehen Sie geradeaus, dann rechts abbiegen, dann links		Идите прямо, потом поверните направо, потом налево	Ve derecho, luego gira a la derecha, luego a la izquierda		Vá em frente, depois vire à direita e depois à esquerda	Aller tout droit, puis tourner à droite, puis à gauche	Andate dritto, poi girate a destra, poi andate a sinistra	直走，然后右转，然后左转	直進してから右折して左折	الذهاب مباشرة، ثم اتجه يمينا، ثم غادر	zhí zǒu, ránhòu yòu zhuǎn, ránhòu zuǒ zhuǎn
phrases traveling	How much is the ticket?		Wieviel kostet die Fahrkarte?	Wievil chosted es Billet?	Сколько стоит билет?	¿Cuánto cuesta el billete?		Quanto custa o bilhete?	Combien coûte le billet?	Quanto costa il biglietto?	这张票多少钱呢？	そのチケットはいくらですか？	كم تبلغ قيمة التذكرة؟	zhè zhāng piào duōshǎo qián ne?
phrases traveling	Is there a discount for students?		Gibt es eine Studenten-ermäßigung?		Есть ли скидки для студентов?	¿Hay descuento para estudiantes?		Tem desconto para estudante?	Y at-il un rabais pour les étudiants?	C'è uno sconto per studenti?	是否有学生折扣吗？	学生割引はありますか？	هل هناك خصم للطلاب؟	Shìfǒu yǒu xuéshēng zhékòu ma?
phrases traveling	I would like to reserve a ticket		Ich möchte eine Fahrkarte reservieren		Я хотел бы заказать билет	Me gustaría reservar un billete		Gostaria de reservar uma passagem	Je voudrais réserver un billet	Vorrei per prenotare un biglietto	我想预订一张票	私はチケットを予約したいです。	أود أن أحجز/أريد شراء تذكرة	Wǒ xiǎng yùdìng yī zhāng piào
phrases traveling	We want to buy two plane tickets to New York		Wir möchten zwei Flugtickets nach New York kaufen		Мы хотим купить два билета в Нью-Йорк	Queremos comprar dos billetes de avión a Nueva York		Queremos comprar duas passagens de avião para Nova Iorque	Nous voulons acheter deux billets d'avion pour New York	Vogliamo comprare due biglietti aerei per New York	我们希望买两张机票，到纽约	私たちは、ニューヨーク行きの航空券を２枚買いたいです。	نريد شراء تذكرتي سفر بالطائرة نحو نيويورك	wǒmen xīwàng mǎi liǎng zhāng jīpiào, dào niǔyuē
phrases traveling	We want to pay cash		Wir möchten bar bezahlen		Мы хотим платить наличными	Queremos pagar en efectivo		Queremos pagar em dinheiro	Nous voulons payer en espèces	Vogliamo pagare in contanti	我们要付现金	私たちは現金を支払いをしたいです。	نريد أن تدفع نقدا	wǒmen yào fù xiànjīn
phrases traveling	Where is the train station?		Wo ist der Bahnhof?	Wo isch dä Bahnhof?	Где находится вокзал?	¿Dónde está la estación del tren?		Onde é a estação de trem?	Où est la gare? 	Dove si trova la stazione ferroviaria?	火车站在哪里呢？	駅はどこですか？	أين محطة القطار؟	huǒchē zhàn zài nǎlǐ ne?
phrases traveling	Does this train go to Madrid?		Fährt dieser Zug nach Madrid?		Этот поезд до Мадрида?	¿Es el tren que va a Madrid?		Este trem vai para Madrid?	Est-ce que ce train aller à Madrid?	Est-ce-que ce train va à Madrid?	这趟车去皇马？	この列車は、マドリードに行きますか？	هل هذا القطار يتجه الى مدريد؟	Zhè tàng chē qù huángmǎ?
phrases traveling	Where does this bus go?		Wohin fährt dieser Bus?		Куда идёт этот автобус?	¿A dónde va este autobús?		Para onde vai este ônibus?	Où va ce bus?	Dove va questo autobus?	当这辆车去了？	このバスはどこに行くのですか？	أين تذهب هذه الحافلة؟	Dāng zhè liàng chē qùle?
phrases traveling	When do we arrive in Berlin?		Wann kommen wir in Berlin an?		Когда мы приезжаем в Берлин?	¿Cuándo llegamos a Berlín?		Quando chegamos a Berlim?	Quand arrivons-nous à Berlin?	Quando arriviamo a Berlino?	我们什么时候在柏林抵达？	いつ私たちはベルリンに到着しますか？	متى نصل الى برلين؟	Wǒmen shénme shíhòu zài bólín dǐdá?
phrases traveling	Do I have to transfer?		Muss ich umsteigen?		Мне надо пересесть?	¿Tengo que hacer una conección?	¿Tengo que hacer trasbordo?	Tenho que fazer conexão?	Dois-je faire un changement?	Devo cambiare?	我一定要转移？	私は乗り継ぎする必要がありますか？	هل يجب علي أن أغير؟	Wǒ yīdìng yào zhuǎnyí?
phrases traveling	I would like a one-way ticket	I would like a single ticket	Ich möchte eine einfache Fahrkarte		Я хотел бы билет в один конец	Un billete sensillo, por favor		Gostaria de um bilhete só de ida	Je voudrais un billet aller-simple	Vorrei un biglietto di sola andata	我想一个单程票	片道切符を下さい。	أربد تذكرة اتجاه واحد	Wǒ xiǎng yīgè dānchéng piào
phrases traveling	I would like a roundtrip ticket	I would like a return ticket	Ich möchte eine Rückfahrkarte		Я хотел бы билет в два конца	Un billete de ida y vuelta, por favor		Gostaria de um bilhete de ida e volta	Je voudrais un billet aller-retour	Vorrei un biglietto di andata e ritorno	我想往返票	往復チケットを下さい。	أريد تذكرة ذهاب-اياب	wǒ xiǎng wǎngfǎn piào
phrases traveling	I am on holiday		Ich mache Urlaub	Ich bi id Ferie	Я в отпуске	Estoy de vacaciones		Estou de férias	Je suis en vacances	Sono in vacanza	我正在放假	私は休暇中です。	أنا في عطلة	wǒ zhèngzài fàngjià
phrases traveling	Where is the nearest gas station?		Wo ist die nächste Tankstelle?		Где находится ближайшая заправка?	¿Dónde está la gasolinera más cercana?		Onde fica o posto de gasolina mais próximo?	Où est la station d'essence la plus proche?	Dove si trova il prossimo distributore di benzina?	最近的加油站在哪里？	最寄のガソリンスタンドはどこですか？	أين أقرب محطة وقود؟	zuìjìn de jiāyóu zhàn zài nǎlǐ?
phrases traveling	How long is the flight?		Wie lange ist der Flug?		Как долго длится полёт?	¿Cuánto dura el vuelo?		Qual a duração do vôo?	Combien de temps dure le vol?	Quanto tempo dura il volo?	飞多长时间？	飛行時間はどれぐらいですか？	كم تستغرق رحلة الطيران؟	Fēi duō cháng shíjiān?
phrases traveling	When do I have to be at the gate?		Wann muß ich am Gate sein?		Когда я должен быть у выхода на посадку?	¿Cuándo tengo que estar en la puerta de embarque?		Quando eu tenho que estar no portão de embaque?	Quand dois-je être à la porte d'embarquement?	Quando devo essere al gate?	什么时候我必须要在大门口？	いつ私はゲートにいる必要はありますか？	متى يجب أن أكون عند البوابة؟	Shénme shíhòu wǒ bìxūyào zài dà ménkǒu?
phrases traveling	How long is the layover?		Wie lange ist der Zwischenstop?		Как долго эта остановка?	¿Cuánto dura la parada?		Quanto tempo demora a escala?	Combien de temps dure l'escale?	Quanto tempo dura lo scalo?	多长时间拉约弗？	乗り継ぎはどのくらいですか？	كم تقدر مدة التوقف؟	Duō cháng shíjiān lā yuē fú?
phrases traveling	Will you serve a hot meal?		Werden Sie eine warme Mahlzeit servieren?		Будет ли горячая еда?	¿Van a servir una comida?		Você vai servir uma refeição quente?	Allez-vous servir un repas chaud?	Vuole un pasto caldo?	你将成为一个热饭？	温かい食事を提供しますか？	هل تقدمون وجبات ساخنة؟	Nǐ jiāng chéngwéi yīgè rè fàn?
phrases traveling	We'll serve a cold snack		Wir werden einen kalten Snack servieren		Будут холодные закуски	Servimos un aperitivo		Vamos servir um lanche frio	Nous servons une collation froide	Vorremmo uno spuntino	我们将成为一个冷小吃	私たちは、（冷たい）スナックを提供します	نقدم وجبات باردة	Wǒmen jiāng chéngwéi yīgè lěng xiǎochī
phrases traveling	Is the flight very busy?		Ist der Flug sehr voll?		Полёт заполнен?	¿Está el avión muy ocupado?		O vôo está muito lotado?	L'avion est-il plein?	è un volo molto affollato?	是飞行非常忙什么呢？	その飛行機は混んでいますか？	هل كل المقاعد محجوزة في هذه الرحلة؟	shì fēixíng fēicháng máng shénme ne?
phrases traveling	Do I need a visa?		Brauche ich ein Visum?		Нужна ли мне виза?	¿Necesito una visa?		Preciso de um visto?	Ai-je besoin d'un visa?	Ho bisogno del visto?	我是否需要签证？	私はビザが必要ですか？	هل أحتاج إلى تأشيرة؟	Wǒ shìfǒu xūyào qiānzhèng?
phrases traveling	How long is the visa valid for?		Wie lange ist das Visum gültig?		На какой срок виза?	¿Por cuánto tiempo es valida la visa?		Por quanto tempo é válido o visto?	Combien de temps le visa est-il valable?	Quanto dura il visto valido?	多长时间签证有效期？	ビザの有効期間はどのくらいですか？	كم مدة صلاحية التأشيرة؟	Duō cháng shíjiān qiānzhèng yǒuxiàoqí?
phrases traveling	You won't need a visa		Sie brauchen kein Visum		Вам не нужна виза	Usted no necesita visa		Você não precisará de visto	Vous n'aurez pas besoin d'un visa	Non avrete bisogno del visto	你不会需要签证	あなたはビザを必要ないでしょう。	لن تحتاج إلى تأشيرة	Nǐ bù huì xūyào qiānzhèng
phrases traveling	How many pieces of luggage can I take?		Wie viele Gepäckstücke kann ich mitnehmen?		Сколько чемоданов я могу взять?	¿Cuántas piezas de equipaje puedo llevar?		Quantas peças de bagagem posso levar?	Combien de bagages puis-je prendre?	Quanti bagagli posso prendere?	我怎么几件行李可以采取？	いくつ荷物を持ち込むことができますか？	كم أستطيع أن أخذ معي من الأمتعة؟	wǒ zěnme jǐ jiàn xínglǐ kěyǐ cǎiqǔ?
phrases traveling	You can only take one piece of hand luggage		Sie können nur ein Handgepäck mitnehmen		Вы можете взять только одну ручную кладь	Sólo se puede llevar una pieza de equipaje de mano		Você só pode levar um ítem de bagagem de mão	Vous ne pouvez prendre qu'un bagage à main	Si può prendere solo un bagaglio a mano	你只能带一件手提行李	あなたは手荷物を１つだけ持ち込むことができます。	يمكنك أن تأخذ فقط قطعة واحدة من الأمتعة المحمولة باليد	Nǐ zhǐ néng dài yī jiàn shǒutí háng lǐ
phrases traveling	This is my carry-on bag		Das ist mein Handgepäck		Это моя ручная кладь	Este es mi equipaje de mano		Esta é minha bagagem de mão	Ceci est mon bagage à main 	Questo è il mio bagaglio a mano	这是我随身携带的包	これは私のキャリーオンバッグ（機内持ち込み用）です	هذه حقيبة الجر خاصتي	zhè shì wǒ suíshēn xiédài de bāo
phrases traveling	Your luggage is too heavy		Ihr Gepäck ist zu schwer		Ваш багаж слишком тяжёлый	Su equipaje está muy pesado		Sua bagagem é muito pesada	Votre bagage est trop lourd	Il suo bagaglio è troppo pesante	您的行李太重	あなたの荷物は重すぎます	أمتعتك ثقيلة جدا	nín de xínglǐ tài zhòng
phrases traveling	I would like to have an aisle seat, please		Ich möchte bitte einen Gangplatz haben		Я хотел бы место у прохода, пожалуйста	Me gustaría tener un asiento en el pasillo		Gostaria de ter um assento no corredor, por favor	Je voudrais avoir un siège côté couloir, s'il vous plaît	Mi piacerebbe avere, per favore, un posto in corridoio	我想有一个靠过道的座位，请	私は通路側の席を希望します	أريد أن أحجز مقعدا ناحية الممر	wǒ xiǎng yǒu yīgè kào guòdào de zuòwèi, qǐng
phrases traveling	I would like to have a window seat, please		Ich möchte bitte einen Fensterplatz haben		Я хотел бы место у окна, пожалуйста	Me gustaría tener un asiento en la ventana		Eu gostaria de ter um assento na janela, por favor	Je voudrais avoir un siège côté fenêtre, s'il vous plaît	Mi piacerebbe avere, per favore, un posto vicino al finestrino	我想有一个靠窗的座位，请	私は窓側の席を希望します	أريد أن أحجز مقعدا ناحية النافذة	wǒ xiǎng yǒu yīgè kào chuāng de zuòwèi, qǐng
phrases traveling	Unfortunately, we don't have any window seats left		Leider haben wir keine freien Fensterplätze mehr		К сожалению, у нас нет свободных мест у окна	Lamentablemente no hay asientos en la ventana		Infelizmente, não temos lugares na janela	Malheureusement, nous n'avons plus de siège côté fenêtre	Purtroppo, non abbiamo alcun posto rimasto vicino al finestrino	不幸的是，我们没有留下任何靠窗座位	残念ながら、窓側の席はございません。	لسؤ الحظ ليس لدينا مقاعد نافذة شاغرة	bùxìng de shì, wǒmen méiyǒu liú xià rènhé kào chuāng zuòwèi
phrases traveling	You have to be at the gate 15 minutes prior to departure		Sie müssen 15 Minuten vor Abflug am Gate sein		Вы должны быть у выхода на посадку за 15 минут	Usted tiene que estar en la puerta 15 minutos antes de la salida		Você tem que estar no portão 15 minutos antes do embarque	Vous devez être à la porte d'embarquement 15 minutes avant le départ	Si deve essere al gate 15 minuti prima della partenza	你必须先15分钟是在大门口出发	あなたは出発の15分前にゲートにいる必要があります。	عليك أن تكون عند البوابة 15دقيقة قبل الاقلاع	nǐ bìxū xiān 15 fēnzhōng shì zài dà ménkǒu chūfā
phrases in hotel	Which hotel is the cheapest?		Welches Hotel ist am billigsten?		Какая гостиница самая дешёвая?	¿Qué hotel es el más económico?		Qual hotel é o mais barato?	Quel hôtel est le moins cher?	Quale hotel è il più economico?	哪家酒店最便宜？	どのホテルが一番安いですか？	ماهو أرخص فندق؟	nǎ jiā jiǔdiàn zuì piányí?
phrases in hotel	Can you suggest another hotel?		Können Sie mir ein anderes Hotel empfehlen?		Можете ли вы предложить другую гостиницу?	¿Puede recomendarme otro hotel?		Você pode sugerir outro hotel?	Pouvez-vous suggérer un autre hôtel?	Puoi suggerire un altro hotel?	您能否提供另一家旅馆？	もうひとつ他のホテルを紹介してくれますか？	هل يمكنك اقتراح فندق أخر؟	Nín néng fǒu tígōng lìng yījiā lǚguǎn?
phrases in hotel	How far is the hotel from the train station?		Wie weit ist das Hotel vom Bahnhof entfernt?		Как далеко находится гостиница от вокзала?	¿Qué tan lejos está el hotel de la estación de tren?		A que distância fica o hotel da estação de trem?	Quelle est la distance de l'hôtel à la gare?	Quanto è lontano l'hotel dalla stazione ferroviaria?	是酒店离火车站有多远？	駅からホテルまでどのくらいありますか？	كم يبعد الفندق عن محطة القطار؟	Shì jiǔdiàn lí huǒchē zhàn yǒu duō yuǎn?
phrases in hotel	Are there rooms available?		Haben Sie noch ein Zimmer frei?		Есть ещё свободные номера?	¿Hay habitaciones libres?		Tem quartos disponíveis?	Y a-t-il des chambres disponibles?	Ci sono delle camere disponibili?	有没有客房提供？	空室はありますか。	هل هناك غرف شاغرة؟	Yǒu méiyǒu kèfáng tígōng?
phrases in hotel	I would like to check in		Ich möchte einchecken		Я бы хотел зарегистрироваться	Me gustaría hacer el check in	Me gustaría registrarme	Gostaria de fazer check-in	Je voudrais m'enregistrer	Vorrei fare il check-in	我想检查	私がチェックインしたいです。	ماهو وقت الدخول؟	Wǒ xiǎng jiǎnchá
phrases in hotel	What time is checkout?		Wann muss ich auschecken?		Когда время расчёта?	¿A qué hora tengo que dejar la habitación?		A que horas é o checkout?	A quelle heure est le check-out?	A che ora si fa il checkout?	什么时候结账？	チェックアウトは何時ですか？	ماهو وقت الخروج؟	shénme shíhòu jiézhàng?
phrases in hotel	I am staying three nights		Ich bleibe drei Nächte		Я остаюсь на три ночи	Voy a estar tres noches		Vou ficar três noites	Je reste trois nuits	Sto per tre notti	我住三晚	私は3泊滞在しています	سأبقى لمدة ثلاث ليال	Wǒ zhù sān wǎn
phrases in hotel	Do I pay now or later?		Soll ich jetzt oder später bezahlen?		Я заплачу сейчас или потом?	¿Tengo que pagar ahora o más tarde?		Eu pago agora ou depois?	Dois-je payer maintenant ou plus tard?	Pago adesso o dopo?	难道我现在还是以后付？	今お支払いしましょうか、それとも後でお支払いしますか？	هل أدفع الآن أو في وقت لاحق؟	nándào wǒ xiànzài háishì yǐhòu fù?
phrases in hotel	I'd like a room with a shower		Ich möchte ein Zimmer mit Dusche		Я хотел бы номер с душем	Quisiera un cuarto con regadera		Queria um quarto com ducha	Je voudrais une chambre avec une douche	Vorrei una camera con la doccia	我想要一间带淋浴的房间	シャワー付きの部屋をお願いします	أريد غرفة بها دش	Wǒ xiǎng yào yī jiàn dài línyù de fángjiān
phrases in hotel	I'd like a single room		Ich hätte gerne ein Einzelzimmer		Я хотел бы одноместный номер	Quisiera una habitación individual		Gostaria de um quarto individual	Je voudrais une chambre simple	Vorrei una camera singola	我想要一间单人房	シングルルームをお願いします	أريد غرفة لشخص واحد	wǒ xiǎng yào yī jiàn dān rén fáng
phrases in hotel	How much is a room for one person?		Wieviel kostet ein Einzelzimmer?		Сколько стоит номер на одного человека?	¿Cuánto cuesta una habitación para una persona?		Quanto é um quarto para uma pessoa?	Combien coûte une chambre pour une personne?	Quanto costa una camera singola?	多少钱一个房间一个人呢？	一人用の部屋はいくらですか？	كم تبلغ غرفة لشخص واحد؟	duōshǎo qián yīgè fángjiān yīgè rén ne?
phrases in hotel	Price for a double room per night		Preis für ein Doppelzimmer pro Nacht		Цена за двухместный номер в сутки	Precio por una habitación doble por noche		Preço por quarto duplo por noite	Prix ​​pour une chambre double par nuit	Il prezzo per una camera doppia	价格一间双人房每晚	ダブルルームの一泊あたりの価格	سعر الغرفة الثنائية لليلة الواحدة	Jiàgé yī jiàn shuāngrén fáng měi wǎn
phrases in hotel	OK, I'll take it		OK, ich nehme es		ОК, я беру это	Está bien, lo tomo		OK, eu vou querer	OK, je vais le / la prendre	Va bene, la prendo	好吧，我买了	オーケー、それにします。	حسنا سأخذها	hǎo ba, wǒ mǎile
phrases in hotel	Do you have a safe?		Haben Sie einen Safe?		Есть ли у вас сейф?	¿Tiene usted un safe?		Você tem um cofre?	Avez-vous un coffre-fort?	Avete una cassetta di sicurezza?	你有一个安全的？	金庫はありますか？	هل لديكم خزنة؟	nǐ yǒu yīgè ānquán de?
phrases in hotel	Can I have another blanket, please?		Kann ich bitte noch eine Decke haben?		Можно ещё одно одеяло, пожалуйста?	¿Puedo tener otra cobija, por favor?	¿Puedo tener otra manta, por favor?	Posso ter outro cobertor, por favor?	Puis-je avoir une autre couverture, s'il vous plaît?	Posso avere per favore, un'altra coperta?	我能有一条毯子，好吗？	もうひとつ毛布を下さいますか？	هل يمكنني الحصول على بطانية أخرى، من فضلك؟	Wǒ néng yǒu yītiáo tǎnzi, hǎo ma?
phrases in hotel	The heater is broken		Die Heizung ist kaputt		Нагреватель сломан	La calefacción no funciona		O aquecedor está quebrado	Le chauffage est cassé	Il riscaldamento è rotto	加热器被破	ヒーターが壊れています	السخان معطل	Jiārè qì bèi pò
phrases in hotel	The air-conditioning is not working		Die Klimaanlage funktioniert nicht		Кондиционер воздуха не работает	El aire acondicionado no está funcionando		O ar-condicionado não está funcionando	La clim / climatisation ne fonctionne pas	L'aria condizionata non sta funzionando	空调不工作	エアコンが動きません	مكيف الهواء لايعمل	kòngtiáo bù gōngzuò
phrases in hotel	This is unacceptable		Das ist unaktzeptabel		Это неприемлемо	Esto es inaceptable		Isso é inaceitável	Ceci est inacceptable	Questo è inammissibile	这是不能接受的	これは受け入れられません	هذا أمر غير مقبول	zhè shì bùnéng jiēshòu de
phrases in hotel	Is breakfast included?		Ist Frühstück inklusive?		Завтрак входит в стоимость?	¿Está incluido el desayuno?		O café da manhã está incluso?	Le petit déjeuner est-il inclus?	La colazione è inclusa?	包含早餐吗？	朝食は含まれていますか？	هل يتضمن ذلك الإفطار؟	bāohán zǎocān ma?
phrases in hotel	When do you serve breakfast?		Wann servieren Sie Frühstück?		Во сколько часов завтрак?	¿Cuándo sirven el desayuno?		Quando você serve café da manhã?	Quand servez-vous le petit déjeuner?	Quando servite la colazione?	当你提供早餐？	いつ朝食を提供していますか？	متى تقدمون الفطور؟	Dāng nǐ tígōng zǎocān?
phrases in hotel	Where do you serve breakfast?		Wo servieren Sie Frühstück?		Где будет завтрак?	¿Dónde se sirve el desayuno?		Onde você serve café da manhã?	Où servez-vous le petit déjeuner?	Dove servire la colazione?	你在哪里提供早餐？	どこで朝食を提供していますか？	أين تقدمون الافطار؟	Nǐ zài nǎlǐ tígōng zǎocān?
phrases in hotel	You are in room 22		Sie sind im Zimmer Nummer 22		У вас комната 22	Usted está en la habitación 22		Você está no quarto 22	Vous êtes dans la chambre 22	Sei nella stanza 22	你是在室内22	２２号室です。	انت في الغرفة رقم22 	Nǐ shì zài shìnèi 22
phrases in hotel	The key number		Die Schlüsselnummer		Номер ключа	El número de clave		O número da chave	Le numéro de clé	Il numero della chiave	关键数字	キー番号	رقم مفتاح	guānjiàn shùzì
